Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Jehu Rudeforth,New Zealand,85% Dark Bars,3/11/2023,7797.24,88,High,Other,6125.803919
Dotty Strutley,USA,85% Dark Bars,4/25/2023,11644.92,536,High,Other,6125.803919
Rafaelita Blaksland,Australia,Smooth Sliky Salty,5/30/2023,4207.22,255,High,Other,6125.803919
Curtice Advani,India,Manuka Honey Choco,5/23/2023,1683.88,169,High,Other,6125.803919
Mallorie Waber,USA,Peanut Butter Cubes,5/23/2023,1337.36,18,High,Other,6132.857537
Van Tuxwell,Canada,Peanut Butter Cubes,6/24/2023,7147.04,300,High,Other,6132.857537
Kelci Walkden,New Zealand,Smooth Sliky Salty,3/11/2023,12030.46,296,High,Other,6132.857537
Rafaelita Blaksland,USA,Smooth Sliky Salty,7/27/2023,15844.58,232,High,Other,6132.857537
Rafaelita Blaksland,USA,White Choc,8/16/2023,5025.84,133,High,Other,6132.857537
Roddy Speechley,Canada,Smooth Sliky Salty,3/7/2023,9902.03,12,High,Other,6132.857537
Curtice Advani,New Zealand,After Nines,4/5/2023,7944.07,33,High,Other,6132.857537
Camilla Castle,India,85% Dark Bars,5/4/2023,9523.65,55,High,Other,6132.857537
Ches Bonnell,USA,Choco Coated Almonds,1/4/2023,16240.71,93,High,Other,6132.857537
Marney O'Breen,Australia,Baker's Choco Chips,1/13/2023,5891.94,109,High,Other,6132.857537
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,7/11/2023,6924.52,94,High,Other,6132.857537
Kaine Padly,Australia,Mint Chip Choco,5/17/2023,4552.57,158,High,Other,6133.746531
Camilla Castle,New Zealand,Peanut Butter Cubes,7/21/2023,1724.91,60,High,Other,6133.746531
Curtice Advani,Canada,Organic Choco Syrup,2/22/2023,897.30,21,High,Other,6139.602741
Jan Morforth,India,99% Dark & Pure,5/23/2023,10283.90,178,High,Other,6139.602741
Rafaelita Blaksland,Canada,Drinking Coco,7/12/2023,10415.77,200,High,Other,6139.602741
Jan Morforth,UK,Orange Choco,6/15/2023,4220.83,193,High,Other,6139.602741
Barr Faughny,New Zealand,50% Dark Bites,6/23/2023,4909.86,304,High,Other,6139.602741
Curtice Advani,Australia,Eclairs,3/25/2023,6549.62,53,High,Other,6139.602741
Jan Morforth,India,Caramel Stuffed Bars,7/4/2023,88.72,165,Low,Other,6139.602741
Andria Kimpton,UK,White Choc,5/12/2023,9793.16,110,High,Other,6138.078513
Camilla Castle,New Zealand,Raspberry Choco,4/4/2023,4823.65,143,High,Other,6138.078513
Madelene Upcott,Australia,Orange Choco,4/15/2023,7556.55,404,High,Other,6138.078513
Roddy Speechley,Canada,Eclairs,3/8/2023,7082.03,95,High,Other,6138.078513
Karlen McCaffrey,India,White Choc,1/17/2023,8361.47,231,High,Other,6132.785709
Wilone O'Kielt,India,Mint Chip Choco,8/22/2023,1310.50,52,High,Other,6132.785709
Andria Kimpton,UK,99% Dark & Pure,7/25/2023,1288.10,67,High,Other,6132.785709
Marney O'Breen,UK,50% Dark Bites,6/14/2023,3288.29,133,High,Other,6132.785709
Ches Bonnell,India,Choco Coated Almonds,4/5/2023,10669.09,85,High,Other,6132.785709
Madelene Upcott,UK,Raspberry Choco,8/26/2023,7361.93,344,High,Other,6132.785709
Wilone O'Kielt,Australia,50% Dark Bites,8/3/2023,10336.22,123,High,Other,6132.785709
Gigi Bohling,Canada,White Choc,7/11/2023,6985.95,4,High,Other,6132.785709
Wilone O'Kielt,New Zealand,Eclairs,3/11/2023,3394.46,21,High,Other,6117.042509
Brien Boise,UK,Peanut Butter Cubes,1/10/2023,15337.23,31,High,Other,6117.042509
Roddy Speechley,UK,Baker's Choco Chips,4/4/2023,15925.17,378,High,Other,6117.042509
Karlen McCaffrey,Australia,50% Dark Bites,1/17/2023,7355.77,772,High,Other,6117.042509
Marney O'Breen,New Zealand,Organic Choco Syrup,7/8/2023,9489.27,54,High,Other,6117.042509
Jan Morforth,UK,Organic Choco Syrup,4/12/2023,1281.32,354,High,Other,6112.385639
Rafaelita Blaksland,Canada,Fruit & Nut Bars,8/24/2023,518.07,192,Medium,Other,6112.385639
Ches Bonnell,UK,Choco Coated Almonds,6/7/2023,1933.56,239,High,Other,6112.385639
Gunar Cockshoot,Canada,Almond Choco,7/28/2023,1308.52,30,High,Other,6112.385639
Husein Augar,USA,99% Dark & Pure,2/21/2023,9878.50,111,High,Other,6112.385639
Dennison Crosswaite,Canada,Mint Chip Choco,4/8/2023,1943.70,297,High,Other,6112.385639
Brien Boise,UK,Manuka Honey Choco,6/28/2023,80.62,103,Low,Other,6112.385639
Van Tuxwell,UK,Baker's Choco Chips,3/24/2023,2678.37,20,High,Other,6112.385639
Barr Faughny,Australia,Caramel Stuffed Bars,7/29/2023,2931.10,60,High,Other,6112.385639
Dennison Crosswaite,USA,Eclairs,5/25/2023,2316.09,90,High,Other,6112.385639
Gigi Bohling,Australia,Raspberry Choco,3/30/2023,6722.22,330,High,Other,6124.390491
Dennison Crosswaite,USA,Organic Choco Syrup,7/18/2023,14528.51,134,High,Other,6124.390491
Beverie Moffet,Canada,Orange Choco,5/10/2023,9390.28,104,High,Other,6122.125985
Mallorie Waber,Australia,Choco Coated Almonds,3/18/2023,16230.41,94,High,Top Local,6122.125985
Ches Bonnell,India,Caramel Stuffed Bars,6/15/2023,7224.39,55,High,Other,6122.125985
Van Tuxwell,Canada,50% Dark Bites,5/12/2023,15567.58,57,High,Other,6083.691445
Kelci Walkden,New Zealand,Baker's Choco Chips,6/23/2023,2964.20,105,High,Other,6083.691445
Beverie Moffet,India,Spicy Special Slims,4/21/2023,3357.08,186,High,Other,6083.691445
Gigi Bohling,Australia,Almond Choco,8/17/2023,1010.37,127,High,Other,6083.691445
Rafaelita Blaksland,New Zealand,Eclairs,2/7/2023,20470.43,54,High,Other,6083.691445
Kelci Walkden,Canada,Smooth Sliky Salty,3/17/2023,8762.75,115,High,Other,6103.055267
Jan Morforth,India,Baker's Choco Chips,8/1/2023,14613.52,85,High,Other,6103.055267
Jehu Rudeforth,Australia,Milk Bars,3/18/2023,9839.46,31,High,Other,6103.055267
Gigi Bohling,Canada,Fruit & Nut Bars,6/14/2023,6633.23,103,High,Other,6103.055267
Beverie Moffet,UK,Eclairs,4/22/2023,9749.07,169,High,Other,6088.73954
Marney O'Breen,New Zealand,Eclairs,1/18/2023,5254.38,31,High,Other,6088.73954
Husein Augar,Australia,99% Dark & Pure,8/26/2023,3430.43,123,High,Other,6088.73954
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,6/10/2023,10454.55,434,High,Other,6088.73954
Curtice Advani,Canada,70% Dark Bites,1/31/2023,2413.87,7,High,Other,6098.963808
Kelci Walkden,New Zealand,Manuka Honey Choco,4/8/2023,1445.14,108,High,Other,6098.963808
Dotty Strutley,Australia,Baker's Choco Chips,6/7/2023,4022.64,71,High,Other,6098.963808
Barr Faughny,Australia,85% Dark Bars,2/10/2023,8651.20,43,High,Other,6098.963808
Beverie Moffet,Australia,50% Dark Bites,5/16/2023,725.16,453,Medium,Other,6106.980502
Gunar Cockshoot,India,Baker's Choco Chips,3/18/2023,2385.40,540,High,Other,6097.119186
Van Tuxwell,Australia,50% Dark Bites,7/13/2023,726.04,131,Medium,Other,6118.021751
Oby Sorrel,USA,Manuka Honey Choco,7/25/2023,4742.35,83,High,Other,6118.021751
Van Tuxwell,Canada,Choco Coated Almonds,8/19/2023,2556.96,312,High,Other,6139.08418
Karlen McCaffrey,Canada,70% Dark Bites,6/24/2023,8376.69,646,High,Other,6139.08418
Kelci Walkden,Canada,Fruit & Nut Bars,6/20/2023,840.71,162,High,Other,6139.08418
Camilla Castle,India,99% Dark & Pure,8/2/2023,207.87,216,Low,Other,6139.08418
Madelene Upcott,New Zealand,70% Dark Bites,2/22/2023,13370.34,94,High,Other,6139.08418
Mallorie Waber,New Zealand,Orange Choco,2/1/2023,6811.37,25,High,Other,6139.08418
Jan Morforth,Canada,70% Dark Bites,2/14/2023,6096.52,300,High,Other,6139.08418
Kelci Walkden,Australia,Milk Bars,2/24/2023,8684.58,120,High,Other,6139.08418
Dennison Crosswaite,India,Orange Choco,3/18/2023,873.26,140,High,Other,6139.08418
Husein Augar,UK,Eclairs,8/30/2023,1912.66,253,High,Other,6129.101843
Gigi Bohling,USA,Peanut Butter Cubes,5/9/2023,321.61,76,Low,Other,6129.101843
Wilone O'Kielt,USA,Smooth Sliky Salty,1/18/2023,511.12,96,Medium,Other,6129.101843
Curtice Advani,India,White Choc,7/4/2023,7887.15,335,High,Other,6129.101843
Oby Sorrel,New Zealand,Spicy Special Slims,6/3/2023,1793.67,13,High,Other,6129.101843
Beverie Moffet,New Zealand,Peanut Butter Cubes,2/23/2023,12129.42,29,High,Other,6129.101843
Dotty Strutley,New Zealand,99% Dark & Pure,5/9/2023,11749.75,213,High,Other,6129.101843
Kelci Walkden,India,70% Dark Bites,6/6/2023,3967.25,101,High,Other,6129.101843
Kelci Walkden,India,Drinking Coco,7/4/2023,8105.37,255,High,Other,6129.101843
Brien Boise,New Zealand,Drinking Coco,6/6/2023,1614.17,106,High,Other,6129.101843
Dotty Strutley,Australia,Almond Choco,5/13/2023,1613.30,91,High,Other,6129.101843
Wilone O'Kielt,New Zealand,Organic Choco Syrup,1/31/2023,2155.64,281,High,Other,6129.101843
Ches Bonnell,New Zealand,Caramel Stuffed Bars,6/30/2023,8184.37,43,High,Other,6146.880591
Barr Faughny,Canada,Manuka Honey Choco,8/25/2023,3613.32,251,High,Other,6146.880591
Gigi Bohling,New Zealand,Smooth Sliky Salty,1/10/2023,801.09,101,High,Other,6146.880591
Brien Boise,USA,Manuka Honey Choco,8/22/2023,2069.48,8,High,Other,6146.880591
Roddy Speechley,New Zealand,85% Dark Bars,4/14/2023,5096.21,284,High,Other,6146.880591
Oby Sorrel,UK,Smooth Sliky Salty,5/31/2023,10573.50,338,High,Other,6146.880591
Oby Sorrel,UK,Raspberry Choco,4/8/2023,4611.37,322,High,Other,6146.880591
Roddy Speechley,USA,Drinking Coco,2/21/2023,3288.77,148,High,Other,6146.880591
Andria Kimpton,Australia,Manuka Honey Choco,3/30/2023,10883.13,394,High,Other,6146.880591
Mallorie Waber,India,Raspberry Choco,3/2/2023,1516.56,2,High,Other,6146.880591
Jehu Rudeforth,USA,Orange Choco,7/28/2023,391.33,184,Low,Other,6128.160237
Kaine Padly,New Zealand,70% Dark Bites,3/24/2023,7969.08,38,High,Other,6128.160237
Curtice Advani,Australia,After Nines,8/11/2023,63.71,109,Low,Other,6128.160237
Husein Augar,UK,Almond Choco,5/17/2023,8832.33,175,High,Other,6128.160237
Kaine Padly,Canada,Choco Coated Almonds,5/18/2023,3542.19,180,High,Other,6152.225516
Roddy Speechley,UK,Peanut Butter Cubes,8/17/2023,6052.07,173,High,Other,6152.225516
Ches Bonnell,New Zealand,Eclairs,4/4/2023,543.20,54,Medium,Other,6152.225516
Brien Boise,India,85% Dark Bars,8/9/2023,18894.92,201,High,Other,6152.225516
Brien Boise,New Zealand,Organic Choco Syrup,1/17/2023,689.40,331,Medium,Other,6152.225516
Andria Kimpton,Canada,White Choc,2/14/2023,4435.95,31,High,Other,6152.225516
Gigi Bohling,New Zealand,Orange Choco,5/16/2023,9111.34,324,High,Other,6152.225516
Ches Bonnell,Canada,Smooth Sliky Salty,3/16/2023,10369.71,129,High,Other,6152.225516
Husein Augar,Canada,70% Dark Bites,1/31/2023,5833.20,290,High,Other,6152.225516
Barr Faughny,Canada,Organic Choco Syrup,3/10/2023,1229.96,219,High,Other,6152.225516
Oby Sorrel,UK,Organic Choco Syrup,6/30/2023,8839.72,170,High,Other,6152.225516
Van Tuxwell,New Zealand,Eclairs,3/1/2023,5747.66,176,High,Other,6152.225516
Mallorie Waber,UK,Drinking Coco,5/27/2023,3666.04,107,High,Other,6152.225516
Oby Sorrel,UK,Milk Bars,7/11/2023,6853.82,220,High,Other,6152.225516
Karlen McCaffrey,New Zealand,Mint Chip Choco,3/2/2023,4361.01,59,High,Other,6152.225516
Jehu Rudeforth,USA,Raspberry Choco,3/4/2023,7686.15,141,High,Other,6152.225516
Kelci Walkden,UK,85% Dark Bars,6/23/2023,4188.43,235,High,Other,6152.225516
Kelci Walkden,USA,Almond Choco,1/27/2023,5425.24,234,High,Other,6152.225516
Marney O'Breen,Canada,Orange Choco,1/14/2023,2896.97,456,High,Other,6152.225516
Dennison Crosswaite,India,Fruit & Nut Bars,7/29/2023,1071.31,23,High,Other,6152.225516
Brien Boise,Canada,Smooth Sliky Salty,5/13/2023,6417.05,497,High,Other,6152.225516
Barr Faughny,Canada,Baker's Choco Chips,2/3/2023,10967.31,172,High,Other,6152.225516
Brien Boise,India,Smooth Sliky Salty,5/27/2023,6345.02,28,High,Other,6152.225516
Jan Morforth,Australia,Drinking Coco,2/18/2023,2824.71,25,High,Other,6152.225516
Brien Boise,India,Spicy Special Slims,1/28/2023,1463.67,34,High,Other,6152.225516
Van Tuxwell,UK,Eclairs,6/29/2023,5856.52,115,High,Other,6165.48255
Wilone O'Kielt,India,Caramel Stuffed Bars,1/13/2023,4303.86,282,High,Other,6165.48255
Jehu Rudeforth,UK,After Nines,6/27/2023,2047.77,169,High,Other,6165.48255
Barr Faughny,Canada,White Choc,3/29/2023,4692.36,1,High,Other,6165.48255
Gunar Cockshoot,India,Organic Choco Syrup,6/3/2023,7302.42,153,High,Other,6165.48255
Mallorie Waber,Canada,Smooth Sliky Salty,3/21/2023,2056.92,103,High,Other,6165.48255
Mallorie Waber,India,Eclairs,4/12/2023,11032.79,49,High,Other,6165.48255
Rafaelita Blaksland,Australia,Raspberry Choco,1/19/2023,7773.64,247,High,Other,6165.48255
Karlen McCaffrey,UK,50% Dark Bites,4/6/2023,3843.01,295,High,Other,6165.48255
Kaine Padly,Australia,50% Dark Bites,8/2/2023,9163.79,81,High,Other,6159.04992
Gigi Bohling,Australia,Eclairs,4/12/2023,7628.59,146,High,Other,6159.04992
Oby Sorrel,India,Drinking Coco,7/21/2023,18220.59,139,High,Other,6146.982691
Van Tuxwell,New Zealand,Baker's Choco Chips,3/22/2023,9828.94,24,High,Other,6141.008468
Husein Augar,India,Peanut Butter Cubes,5/9/2023,4726.65,5,High,Other,6141.008468
Andria Kimpton,Australia,Baker's Choco Chips,8/9/2023,344.82,118,Low,Other,6141.008468
Madelene Upcott,Canada,Choco Coated Almonds,7/20/2023,3451.24,283,High,Other,6141.008468
Brien Boise,India,70% Dark Bites,4/14/2023,5071.49,439,High,Other,6164.474818
Jehu Rudeforth,Canada,White Choc,1/25/2023,4719.38,132,High,Other,6164.474818
Andria Kimpton,Australia,Almond Choco,4/25/2023,3430.58,174,High,Other,6164.474818
Dotty Strutley,Canada,After Nines,1/17/2023,268.30,239,Low,Other,6164.474818
Karlen McCaffrey,USA,Eclairs,8/15/2023,991.46,133,High,Other,6175.588211
Karlen McCaffrey,Canada,Fruit & Nut Bars,6/2/2023,213.45,17,Low,Other,6175.588211
Gunar Cockshoot,USA,85% Dark Bars,6/30/2023,7586.38,131,High,Other,6175.588211
Dotty Strutley,New Zealand,Raspberry Choco,2/10/2023,6192.19,99,High,Other,6175.588211
Marney O'Breen,Canada,Caramel Stuffed Bars,2/23/2023,1510.58,602,High,Other,6175.588211
Dennison Crosswaite,India,Organic Choco Syrup,1/27/2023,8693.31,209,High,Other,6175.588211
Camilla Castle,UK,Mint Chip Choco,5/26/2023,5509.77,307,High,Other,6175.588211
Brien Boise,USA,70% Dark Bites,4/14/2023,1863.20,22,High,Other,6175.588211
Madelene Upcott,Australia,99% Dark & Pure,8/1/2023,4822.50,159,High,Other,6175.588211
Mallorie Waber,Australia,Eclairs,8/22/2023,10856.55,229,High,Top Local,6175.588211
Marney O'Breen,India,99% Dark & Pure,7/22/2023,11252.11,159,High,Other,6181.11102
Husein Augar,USA,Fruit & Nut Bars,4/28/2023,1387.72,27,High,Other,6161.949385
Kelci Walkden,Australia,Almond Choco,5/30/2023,5509.22,341,High,Other,6161.949385
Ches Bonnell,USA,Milk Bars,7/21/2023,2444.25,155,High,Other,6161.949385
Jan Morforth,UK,Caramel Stuffed Bars,8/2/2023,3175.62,507,High,Other,6164.635514
Brien Boise,New Zealand,70% Dark Bites,6/15/2023,7900.42,143,High,Other,6164.635514
Oby Sorrel,India,85% Dark Bars,7/5/2023,9072.46,142,High,Other,6164.635514
Kaine Padly,New Zealand,Smooth Sliky Salty,4/12/2023,8.06,513,Low,Other,6164.635514
Gigi Bohling,Australia,70% Dark Bites,8/18/2023,1548.54,104,High,Other,6164.635514
Jan Morforth,UK,50% Dark Bites,1/12/2023,5501.67,298,High,Other,6164.635514
Gunar Cockshoot,Canada,White Choc,8/11/2023,7685.42,15,High,Other,6183.710289
Jehu Rudeforth,Australia,Spicy Special Slims,1/13/2023,5147.77,402,High,Other,6183.710289
Husein Augar,UK,Baker's Choco Chips,4/29/2023,3070.43,143,High,Other,6183.710289
Rafaelita Blaksland,New Zealand,After Nines,7/7/2023,1127.50,88,High,Other,6188.008797
Madelene Upcott,New Zealand,Mint Chip Choco,3/11/2023,8502.77,4,High,Other,6188.008797
Madelene Upcott,UK,70% Dark Bites,2/16/2023,5961.02,241,High,Other,6188.008797
Barr Faughny,Australia,Organic Choco Syrup,1/7/2023,2478.33,33,High,Other,6188.008797
Beverie Moffet,New Zealand,Drinking Coco,1/12/2023,1269.56,497,High,Other,6188.008797
Beverie Moffet,India,Eclairs,6/9/2023,11130.52,144,High,Other,6203.465792
Andria Kimpton,India,Eclairs,5/16/2023,2455.09,83,High,Other,6203.465792
Gigi Bohling,UK,85% Dark Bars,6/23/2023,12764.94,100,High,Other,6203.465792
Roddy Speechley,UK,Raspberry Choco,1/28/2023,13351.42,198,High,Other,6203.465792
Dotty Strutley,UK,Mint Chip Choco,7/14/2023,2763.22,223,High,Other,6203.465792
Barr Faughny,Canada,Drinking Coco,4/18/2023,6523.34,245,High,Other,6203.465792
Oby Sorrel,USA,Milk Bars,6/14/2023,1868.25,82,High,Other,6203.465792
Oby Sorrel,UK,Orange Choco,4/15/2023,8431.83,251,High,Other,6203.465792
Curtice Advani,Canada,Peanut Butter Cubes,5/19/2023,5646.99,64,High,Other,6203.465792
Gigi Bohling,India,White Choc,4/13/2023,1484.67,180,High,Other,6203.465792
Husein Augar,Canada,Choco Coated Almonds,8/15/2023,3859.95,395,High,Other,6203.465792
Wilone O'Kielt,India,Choco Coated Almonds,8/22/2023,3237.30,227,High,Other,6203.465792
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4/22/2023,4072.43,64,High,Other,6203.465792
Kaine Padly,UK,Choco Coated Almonds,8/3/2023,8054.87,118,High,Other,6203.465792
Dennison Crosswaite,New Zealand,Organic Choco Syrup,1/4/2023,420.30,224,Low,Other,6203.465792
Kelci Walkden,Canada,After Nines,1/13/2023,17073.99,218,High,Other,6203.465792
Van Tuxwell,Australia,Baker's Choco Chips,5/11/2023,13624.31,33,High,Other,6203.465792
Husein Augar,New Zealand,Peanut Butter Cubes,2/16/2023,2318.46,235,High,Other,6203.465792
Kaine Padly,UK,Caramel Stuffed Bars,5/20/2023,10740.05,67,High,Other,6172.416234
Jehu Rudeforth,UK,Drinking Coco,2/3/2023,7624.67,422,High,Other,6172.416234
Beverie Moffet,India,Manuka Honey Choco,5/6/2023,10168.32,159,High,Other,6172.416234
Gunar Cockshoot,UK,Choco Coated Almonds,6/30/2023,6635.15,141,High,Other,6172.416234
Gunar Cockshoot,UK,Smooth Sliky Salty,3/22/2023,860.12,158,High,Other,6172.416234
Camilla Castle,Canada,Orange Choco,2/17/2023,8671.21,52,High,Other,6172.416234
Jehu Rudeforth,UK,85% Dark Bars,7/7/2023,5534.11,63,High,Other,6172.416234
Oby Sorrel,UK,70% Dark Bites,3/16/2023,6800.26,187,High,Other,6172.416234
Kelci Walkden,UK,99% Dark & Pure,8/12/2023,3927.83,123,High,Other,6172.416234
Gigi Bohling,New Zealand,After Nines,1/21/2023,5833.80,196,High,Other,6172.416234
Oby Sorrel,Australia,50% Dark Bites,5/6/2023,733.08,147,Medium,Other,6172.416234
Oby Sorrel,Canada,50% Dark Bites,6/24/2023,7164.51,140,High,Other,6172.416234
Barr Faughny,USA,White Choc,5/5/2023,7900.52,175,High,Other,6195.270588
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3/25/2023,3550.76,85,High,Other,6195.270588
Curtice Advani,Australia,Caramel Stuffed Bars,2/14/2023,10281.51,136,High,Other,6195.270588
Curtice Advani,New Zealand,85% Dark Bars,5/12/2023,5936.81,180,High,Other,6195.270588
Barr Faughny,New Zealand,Smooth Sliky Salty,1/25/2023,4552.15,172,High,Other,6178.029072
Ches Bonnell,UK,85% Dark Bars,6/28/2023,15944.86,11,High,Other,6178.029072
Dennison Crosswaite,Australia,Drinking Coco,7/13/2023,7722.58,188,High,Other,6178.029072
Roddy Speechley,USA,Milk Bars,5/16/2023,3105.38,268,High,Other,6178.029072
Jan Morforth,India,After Nines,3/14/2023,6994.35,179,High,Other,6171.484364
Gunar Cockshoot,USA,After Nines,8/15/2023,4264.49,252,High,Other,6171.484364
Ches Bonnell,India,Orange Choco,2/16/2023,1215.30,271,High,Other,6171.484364
Mallorie Waber,UK,Manuka Honey Choco,6/15/2023,8519.37,45,High,Other,6171.484364
Barr Faughny,Australia,Raspberry Choco,5/27/2023,9810.95,105,High,Other,6171.484364
Wilone O'Kielt,USA,Drinking Coco,6/14/2023,1065.63,107,High,Other,6171.484364
Wilone O'Kielt,India,Eclairs,2/25/2023,3894.68,80,High,Other,6155.997277
Wilone O'Kielt,India,After Nines,8/4/2023,12194.27,252,High,Other,6155.997277
Kelci Walkden,India,99% Dark & Pure,6/28/2023,2455.13,236,High,Other,6155.997277
Gunar Cockshoot,Canada,Spicy Special Slims,4/5/2023,14887.76,12,High,Other,6155.997277
Madelene Upcott,Canada,Peanut Butter Cubes,7/5/2023,15276.46,121,High,Other,6155.997277
Kaine Padly,New Zealand,Eclairs,1/20/2023,13520.48,47,High,Other,6155.997277
Ches Bonnell,New Zealand,Drinking Coco,2/16/2023,9195.53,127,High,Other,6155.997277
Curtice Advani,UK,Drinking Coco,7/12/2023,460.98,182,Low,Other,6155.997277
Kelci Walkden,India,Raspberry Choco,6/16/2023,8216.56,257,High,Other,6155.997277
Dotty Strutley,Australia,Choco Coated Almonds,4/13/2023,1863.54,277,High,Other,6155.997277
Kaine Padly,UK,50% Dark Bites,2/21/2023,3283.00,72,High,Other,6155.997277
Roddy Speechley,Canada,Choco Coated Almonds,5/11/2023,5967.18,247,High,Other,6174.341111
Ches Bonnell,India,50% Dark Bites,4/15/2023,12083.50,334,High,Other,6174.341111
Oby Sorrel,Canada,Peanut Butter Cubes,6/7/2023,12397.06,179,High,Other,6174.341111
Oby Sorrel,UK,White Choc,6/27/2023,1746.01,280,High,Other,6174.341111
Barr Faughny,India,After Nines,7/29/2023,9021.65,104,High,Other,6174.341111
Wilone O'Kielt,Canada,Smooth Sliky Salty,6/2/2023,5263.45,165,High,Other,6174.341111
Rafaelita Blaksland,India,Mint Chip Choco,1/26/2023,15473.00,91,High,Other,6174.341111
Rafaelita Blaksland,Canada,99% Dark & Pure,3/2/2023,5566.57,140,High,Other,6174.341111
